Time(sec),Heel(mA),Heel - STATUS,Heel Temp(uA),Heel Temp - STATUS,Trim(mA),Trim - STATUS,Trim Temp(uA),Trim Temp - STATUS,Barametric Pressure(mbars),Barametric Pressure - STATUS,Air Temperature(degF),Air Temperature - STATUS,Relative Humidity(%RH),Relative Humidity - STATUS
1607.5,0.0056629,0xCC,300.2522434,0xCC,0.0076951,0xCC,300.2619495,0xCC,1016.654741,0xCC,65.5420252,0xCC,51.42382695,0xCC
1607.75,0.0043636,0xCC,300.27269,0xCC,0.00712,0xCC,300.2619495,0xCC,1016.636529,0xCC,65.5420252,0xCC,51.44680548,0xCC
1608,0.0031495,0xCC,300.2522434,0xCC,0.0065023,0xCC,300.2619495,0xCC,1016.618317,0xCC,65.5420252,0xCC,51.43914597,0xCC
1608.25,0.0020419,0xCC,300.2522434,0xCC,0.0058207,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.52666624,0xCC,51.44680548,0xCC
1608.5,0.0012964,0xCC,300.27269,0xCC,0.0051817,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.5420252,0xCC,51.44680548,0xCC
1608.75,0.0008704,0xCC,300.2522434,0xCC,0.0046918,0xCC,300.2619495,0xCC,1016.618317,0xCC,65.5420252,0xCC,51.45446499,0xCC
1609,0.0008704,0xCC,300.2931366,0xCC,0.0043936,0xCC,300.2619495,0xCC,1016.654741,0xCC,65.5420252,0xCC,51.44680548,0xCC
1609.25,0.001126,0xCC,300.2931366,0xCC,0.0043936,0xCC,300.3028887,0xCC,1016.654741,0xCC,65.52666624,0xCC,51.44680548,0xCC
1609.5,0.0014668,0xCC,300.27269,0xCC,0.0044362,0xCC,300.2619495,0xCC,1016.636529,0xCC,65.55738416,0xCC,51.43914597,0xCC
1609.75,0.0021697,0xCC,300.3135832,0xCC,0.0045853,0xCC,300.3028887,0xCC,1016.654741,0xCC,65.55738416,0xCC,51.43914597,0xCC
1610,0.0032134,0xCC,300.2931366,0xCC,0.0049474,0xCC,300.3028887,0xCC,1016.654741,0xCC,65.55738416,0xCC,51.44680548,0xCC
1610.25,0.0046192,0xCC,300.2931366,0xCC,0.005629,0xCC,300.3028887,0xCC,1016.654741,0xCC,65.55738416,0xCC,51.44680548,0xCC
1610.5,0.0060463,0xCC,300.2522434,0xCC,0.0064384,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.5420252,0xCC,51.43914597,0xCC
1610.75,0.0072178,0xCC,300.2522434,0xCC,0.0069283,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.5420252,0xCC,51.45446499,0xCC
1611,0.0081976,0xCC,300.2931366,0xCC,0.0072691,0xCC,300.2824191,0xCC,1016.654741,0xCC,65.58810208,0xCC,51.4621245,0xCC
1611.25,0.0087301,0xCC,300.3135832,0xCC,0.0072691,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.5420252,0xCC,51.45446499,0xCC
1611.5,0.00922,0xCC,300.27269,0xCC,0.0071626,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.55738416,0xCC,51.44680548,0xCC
1611.75,0.0094756,0xCC,300.2522434,0xCC,0.0069283,0xCC,300.2824191,0xCC,1016.654741,0xCC,65.55738416,0xCC,51.43914597,0xCC
1612,0.0091135,0xCC,300.27269,0xCC,0.0066301,0xCC,300.2619495,0xCC,1016.636529,0xCC,65.5420252,0xCC,51.41616744,0xCC
1612.25,0.0084958,0xCC,300.2522434,0xCC,0.0063958,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.5420252,0xCC,51.40850793,0xCC
1612.5,0.0077929,0xCC,300.27269,0xCC,0.006481,0xCC,300.2619495,0xCC,1016.618317,0xCC,65.57274312,0xCC,51.40850793,0xCC
1612.75,0.0072178,0xCC,300.2522434,0xCC,0.0067792,0xCC,300.2824191,0xCC,1016.672953,0xCC,65.60346104,0xCC,51.40850793,0xCC
1613,0.006238,0xCC,300.2931366,0xCC,0.007333,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.58810208,0xCC,51.41616744,0xCC
1613.25,0.0051304,0xCC,300.27269,0xCC,0.008185,0xCC,300.2619495,0xCC,1016.654741,0xCC,65.55738416,0xCC,51.41616744,0xCC
1613.5,0.003895,0xCC,300.2522434,0xCC,0.008824,0xCC,300.2414798,0xCC,1016.636529,0xCC,65.5420252,0xCC,51.43914597,0xCC
1613.75,0.0027448,0xCC,300.2931366,0xCC,0.0093991,0xCC,300.3028887,0xCC,1016.691164,0xCC,65.57274312,0xCC,51.44680548,0xCC
1614,0.0016159,0xCC,300.2931366,0xCC,0.0096973,0xCC,300.2619495,0xCC,1016.654741,0xCC,65.51130728,0xCC,51.41616744,0xCC
1614.25,0.0006361,0xCC,300.27269,0xCC,0.0098464,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.49594832,0xCC,51.42382695,0xCC
1614.5,-0.0001733,0xCC,300.2931366,0xCC,0.0096121,0xCC,300.2824191,0xCC,1016.654741,0xCC,65.4652304,0xCC,51.40850793,0xCC
1614.75,-0.0007058,0xCC,300.27269,0xCC,0.0090583,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.4652304,0xCC,51.41616744,0xCC
1615,-0.0003863,0xCC,300.27269,0xCC,0.0082915,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.44987144,0xCC,51.41616744,0xCC
1615.25,0.0002527,0xCC,300.27269,0xCC,0.0073969,0xCC,300.2619495,0xCC,1016.636529,0xCC,65.4652304,0xCC,51.41616744,0xCC
1615.5,0.0012751,0xCC,300.2931366,0xCC,0.0067792,0xCC,300.2824191,0xCC,1016.654741,0xCC,65.49594832,0xCC,51.42382695,0xCC
1615.75,0.0025744,0xCC,300.27269,0xCC,0.0061828,0xCC,300.2619495,0xCC,1016.654741,0xCC,65.52666624,0xCC,51.42382695,0xCC
1616,0.0043423,0xCC,300.27269,0xCC,0.0058846,0xCC,300.2619495,0xCC,1016.654741,0xCC,65.5420252,0xCC,51.42382695,0xCC
1616.25,0.0061954,0xCC,300.27269,0xCC,0.0057781,0xCC,300.2824191,0xCC,1016.654741,0xCC,65.55738416,0xCC,51.43148646,0xCC
1616.5,0.0080059,0xCC,300.27269,0xCC,0.0058633,0xCC,300.2824191,0xCC,1016.654741,0xCC,65.5420252,0xCC,51.43148646,0xCC
1616.75,0.0096247,0xCC,300.27269,0xCC,0.0060124,0xCC,300.3028887,0xCC,1016.672953,0xCC,65.5420252,0xCC,51.41616744,0xCC
1617,0.0105406,0xCC,300.2522434,0xCC,0.0059911,0xCC,300.3028887,0xCC,1016.672953,0xCC,65.5420252,0xCC,51.41616744,0xCC
1617.25,0.0111157,0xCC,300.27269,0xCC,0.0059272,0xCC,300.2619495,0xCC,1016.672953,0xCC,65.55738416,0xCC,51.41616744,0xCC
1617.5,0.010924,0xCC,300.2931366,0xCC,0.0056716,0xCC,300.3028887,0xCC,1016.672953,0xCC,65.55738416,0xCC,51.42382695,0xCC
1617.75,0.0101146,0xCC,300.27269,0xCC,0.0052882,0xCC,300.3028887,0xCC,1016.654741,0xCC,65.5420252,0xCC,51.42382695,0xCC
1618,0.0089218,0xCC,300.27269,0xCC,0.0047983,0xCC,300.2824191,0xCC,1016.654741,0xCC,65.5420252,0xCC,51.41616744,0xCC
1618.25,0.0076651,0xCC,300.27269,0xCC,0.0043084,0xCC,300.2824191,0xCC,1016.654741,0xCC,65.51130728,0xCC,51.42382695,0xCC
1618.5,0.006238,0xCC,300.2931366,0xCC,0.0038185,0xCC,300.2824191,0xCC,1016.654741,0xCC,65.49594832,0xCC,51.43148646,0xCC
1618.75,0.0047683,0xCC,300.27269,0xCC,0.0035416,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.51130728,0xCC,51.43148646,0xCC
1619,0.0035116,0xCC,300.2931366,0xCC,0.0035416,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.55738416,0xCC,51.42382695,0xCC
1619.25,0.0025318,0xCC,300.27269,0xCC,0.003712,0xCC,300.2824191,0xCC,1016.654741,0xCC,65.52666624,0xCC,51.41616744,0xCC
1619.5,0.0018289,0xCC,300.2931366,0xCC,0.0040954,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.5420252,0xCC,51.40084842,0xCC
1619.75,0.0014242,0xCC,300.27269,0xCC,0.0044362,0xCC,300.2619495,0xCC,1016.636529,0xCC,65.55738416,0xCC,51.39318891,0xCC
1620,0.0012538,0xCC,300.2931366,0xCC,0.0050965,0xCC,300.2619495,0xCC,1016.636529,0xCC,65.5420252,0xCC,51.3855294,0xCC
1620.25,0.0015094,0xCC,300.27269,0xCC,0.0057355,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.55738416,0xCC,51.39318891,0xCC
1620.5,0.0020632,0xCC,300.27269,0xCC,0.0066514,0xCC,300.2619495,0xCC,1016.654741,0xCC,65.55738416,0xCC,51.39318891,0xCC
1620.75,0.0026809,0xCC,300.2522434,0xCC,0.0078442,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.52666624,0xCC,51.40084842,0xCC
1621,0.0034903,0xCC,300.27269,0xCC,0.0090583,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.57274312,0xCC,51.43148646,0xCC
1621.25,0.0046192,0xCC,300.2931366,0xCC,0.0102724,0xCC,300.3028887,0xCC,1016.654741,0xCC,65.57274312,0xCC,51.44680548,0xCC
1621.5,0.0055138,0xCC,300.27269,0xCC,0.0111883,0xCC,300.2619495,0xCC,1016.636529,0xCC,65.55738416,0xCC,51.43914597,0xCC
1621.75,0.0065575,0xCC,300.2931366,0xCC,0.0119125,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.5420252,0xCC,51.41616744,0xCC
1622,0.007303,0xCC,300.27269,0xCC,0.0122533,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.55738416,0xCC,51.41616744,0xCC
1622.25,0.0076438,0xCC,300.2931366,0xCC,0.0119977,0xCC,300.2824191,0xCC,1016.654741,0xCC,65.55738416,0xCC,51.42382695,0xCC
1622.5,0.0076864,0xCC,300.2522434,0xCC,0.0112948,0xCC,300.2619495,0xCC,1016.636529,0xCC,65.55738416,0xCC,51.42382695,0xCC
1622.75,0.0074521,0xCC,300.2931366,0xCC,0.0104215,0xCC,300.2414798,0xCC,1016.618317,0xCC,65.49594832,0xCC,51.41616744,0xCC
1623,0.0069409,0xCC,300.2931366,0xCC,0.00925,0xCC,300.2824191,0xCC,1016.672953,0xCC,65.44987144,0xCC,51.41616744,0xCC
1623.25,0.006025,0xCC,300.27269,0xCC,0.0078868,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.51130728,0xCC,51.40850793,0xCC
1623.5,0.0049813,0xCC,300.27269,0xCC,0.0067366,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.5420252,0xCC,51.43914597,0xCC
1623.75,0.0041932,0xCC,300.2522434,0xCC,0.0057142,0xCC,300.2824191,0xCC,1016.654741,0xCC,65.55738416,0xCC,51.43148646,0xCC
1624,0.0034264,0xCC,300.2931366,0xCC,0.0050965,0xCC,300.2824191,0xCC,1016.654741,0xCC,65.57274312,0xCC,51.43148646,0xCC
1624.25,0.0028087,0xCC,300.27269,0xCC,0.0046705,0xCC,300.3028887,0xCC,1016.654741,0xCC,65.5420252,0xCC,51.43148646,0xCC
1624.5,0.0025105,0xCC,300.27269,0xCC,0.0044362,0xCC,300.2619495,0xCC,1016.654741,0xCC,65.5420252,0xCC,51.41616744,0xCC
1624.75,0.0024466,0xCC,300.2931366,0xCC,0.0045214,0xCC,300.2619495,0xCC,1016.636529,0xCC,65.5420252,0xCC,51.43914597,0xCC
1625,0.00283,0xCC,300.2522434,0xCC,0.0046918,0xCC,300.3028887,0xCC,1016.672953,0xCC,65.5420252,0xCC,51.44680548,0xCC
1625.25,0.0033625,0xCC,300.27269,0xCC,0.0050539,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.5420252,0xCC,51.43914597,0xCC
1625.5,0.0040654,0xCC,300.2522434,0xCC,0.005203,0xCC,300.2619495,0xCC,1016.636529,0xCC,65.52666624,0xCC,51.44680548,0xCC
1625.75,0.0049813,0xCC,300.27269,0xCC,0.0053947,0xCC,300.3028887,0xCC,1016.654741,0xCC,65.5420252,0xCC,51.44680548,0xCC
1626,0.0057268,0xCC,300.27269,0xCC,0.0054373,0xCC,300.2824191,0xCC,1016.672953,0xCC,65.57274312,0xCC,51.4621245,0xCC
1626.25,0.0063871,0xCC,300.27269,0xCC,0.0054586,0xCC,300.2619495,0xCC,1016.636529,0xCC,65.55738416,0xCC,51.4621245,0xCC
1626.5,0.006877,0xCC,300.27269,0xCC,0.0053521,0xCC,300.2824191,0xCC,1016.654741,0xCC,65.5420252,0xCC,51.45446499,0xCC
1626.75,0.0070474,0xCC,300.27269,0xCC,0.0053308,0xCC,300.2824191,0xCC,1016.654741,0xCC,65.52666624,0xCC,51.44680548,0xCC
1627,0.0072391,0xCC,300.2522434,0xCC,0.0051391,0xCC,300.2824191,0xCC,1016.654741,0xCC,65.5420252,0xCC,51.44680548,0xCC
1627.25,0.0072604,0xCC,300.27269,0xCC,0.0050539,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.5420252,0xCC,51.4621245,0xCC
1627.5,0.0074734,0xCC,300.2931366,0xCC,0.0051604,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.5420252,0xCC,51.4621245,0xCC
1627.75,0.0073456,0xCC,300.27269,0xCC,0.0053521,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.5420252,0xCC,51.47744352,0xCC
1628,0.0071965,0xCC,300.2931366,0xCC,0.0055012,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.52666624,0xCC,51.46978401,0xCC
1628.25,0.0069835,0xCC,300.27269,0xCC,0.0056929,0xCC,300.3233583,0xCC,1016.618317,0xCC,65.57274312,0xCC,51.48510303,0xCC
1628.5,0.0064936,0xCC,300.27269,0xCC,0.0060124,0xCC,300.3028887,0xCC,1016.600106,0xCC,65.55738416,0xCC,51.50808156,0xCC
1628.75,0.0058333,0xCC,300.2931366,0xCC,0.0063532,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.55738416,0xCC,51.51574107,0xCC
1629,0.0049387,0xCC,300.2931366,0xCC,0.0067153,0xCC,300.2824191,0xCC,1016.600106,0xCC,65.60346104,0xCC,51.52340058,0xCC
1629.25,0.0040867,0xCC,300.27269,0xCC,0.006907,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.60346104,0xCC,51.50808156,0xCC
1629.5,0.0034051,0xCC,300.2931366,0xCC,0.0073117,0xCC,300.2824191,0xCC,1016.600106,0xCC,65.61882,0xCC,51.50042205,0xCC
1629.75,0.0028939,0xCC,300.27269,0xCC,0.0075673,0xCC,300.3028887,0xCC,1016.600106,0xCC,65.63417896,0xCC,51.50808156,0xCC
1630,0.0025105,0xCC,300.27269,0xCC,0.0077377,0xCC,300.2619495,0xCC,1016.636529,0xCC,65.60346104,0xCC,51.50042205,0xCC
1630.25,0.0024253,0xCC,300.2931366,0xCC,0.0080572,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.63417896,0xCC,51.52340058,0xCC
1630.5,0.0026809,0xCC,300.2931366,0xCC,0.0083554,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.61882,0xCC,51.53106009,0xCC
1630.75,0.0033199,0xCC,300.27269,0xCC,0.0086536,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.58810208,0xCC,51.53106009,0xCC
1631,0.0038737,0xCC,300.2317968,0xCC,0.0088027,0xCC,300.2619495,0xCC,1016.618317,0xCC,65.55738416,0xCC,51.5387196,0xCC
1631.25,0.0045766,0xCC,300.27269,0xCC,0.0089092,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.55738416,0xCC,51.54637911,0xCC
1631.5,0.0051091,0xCC,300.2931366,0xCC,0.008824,0xCC,300.3028887,0xCC,1016.654741,0xCC,65.52666624,0xCC,51.54637911,0xCC
1631.75,0.0054712,0xCC,300.27269,0xCC,0.0085684,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.4652304,0xCC,51.52340058,0xCC
1632,0.005812,0xCC,300.27269,0xCC,0.0083767,0xCC,300.2619495,0xCC,1016.618317,0xCC,65.44987144,0xCC,51.52340058,0xCC
1632.25,0.0059824,0xCC,300.2522434,0xCC,0.007972,0xCC,300.2619495,0xCC,1016.600106,0xCC,65.49594832,0xCC,51.55403862,0xCC
1632.5,0.006238,0xCC,300.27269,0xCC,0.0075247,0xCC,300.2619495,0xCC,1016.636529,0xCC,65.4652304,0xCC,51.55403862,0xCC
1632.75,0.0060889,0xCC,300.27269,0xCC,0.0071839,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.44987144,0xCC,51.55403862,0xCC
1633,0.005812,0xCC,300.27269,0xCC,0.0067579,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.44987144,0xCC,51.55403862,0xCC
1633.25,0.005386,0xCC,300.2522434,0xCC,0.0063958,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.4652304,0xCC,51.55403862,0xCC
1633.5,0.004747,0xCC,300.2317968,0xCC,0.0060337,0xCC,300.2619495,0xCC,1016.636529,0xCC,65.4652304,0xCC,51.54637911,0xCC
1633.75,0.0040867,0xCC,300.2522434,0xCC,0.0057568,0xCC,300.2619495,0xCC,1016.618317,0xCC,65.4652304,0xCC,51.55403862,0xCC
1634,0.0036181,0xCC,300.27269,0xCC,0.0055651,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.49594832,0xCC,51.59233617,0xCC
1634.25,0.0031708,0xCC,300.2931366,0xCC,0.0057142,0xCC,300.3028887,0xCC,1016.654741,0xCC,65.49594832,0xCC,51.59233617,0xCC
1634.5,0.0030643,0xCC,300.27269,0xCC,0.0059059,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.44987144,0xCC,51.59233617,0xCC
1634.75,0.0031495,0xCC,300.2522434,0xCC,0.0062467,0xCC,300.2619495,0xCC,1016.618317,0xCC,65.43451248,0xCC,51.56935764,0xCC
1635,0.0037033,0xCC,300.27269,0xCC,0.0068431,0xCC,300.2619495,0xCC,1016.600106,0xCC,65.4652304,0xCC,51.57701715,0xCC
1635.25,0.0042997,0xCC,300.2931366,0xCC,0.0074395,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.52666624,0xCC,51.59999568,0xCC
1635.5,0.0049387,0xCC,300.27269,0xCC,0.0078868,0xCC,300.2824191,0xCC,1016.600106,0xCC,65.52666624,0xCC,51.59999568,0xCC
1635.75,0.0054286,0xCC,300.27269,0xCC,0.0078868,0xCC,300.2619495,0xCC,1016.581894,0xCC,65.5420252,0xCC,51.59233617,0xCC
1636,0.006025,0xCC,300.27269,0xCC,0.0076738,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.60346104,0xCC,51.63829323,0xCC
1636.25,0.0065575,0xCC,300.2522434,0xCC,0.0071626,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.63417896,0xCC,51.64595274,0xCC
1636.5,0.0072178,0xCC,300.2317968,0xCC,0.0064384,0xCC,300.2619495,0xCC,1016.618317,0xCC,65.63417896,0xCC,51.66127176,0xCC
1636.75,0.0076864,0xCC,300.27269,0xCC,0.0056077,0xCC,300.2619495,0xCC,1016.600106,0xCC,65.61882,0xCC,51.63829323,0xCC
1637,0.0082615,0xCC,300.27269,0xCC,0.0047983,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.61882,0xCC,51.63829323,0xCC
1637.25,0.0084958,0xCC,300.2522434,0xCC,0.0037546,0xCC,300.2414798,0xCC,1016.618317,0xCC,65.60346104,0xCC,51.65361225,0xCC
1637.5,0.0085597,0xCC,300.27269,0xCC,0.0029878,0xCC,300.2824191,0xCC,1016.600106,0xCC,65.60346104,0xCC,51.66893127,0xCC
1637.75,0.0084958,0xCC,300.2931366,0xCC,0.0024979,0xCC,300.2824191,0xCC,1016.600106,0xCC,65.57274312,0xCC,51.66893127,0xCC
1638,0.0079846,0xCC,300.2931366,0xCC,0.0025192,0xCC,300.3028887,0xCC,1016.654741,0xCC,65.57274312,0xCC,51.6919098,0xCC
1638.25,0.0071326,0xCC,300.2522434,0xCC,0.0026683,0xCC,300.2619495,0xCC,1016.618317,0xCC,65.55738416,0xCC,51.68425029,0xCC
1638.5,0.0059611,0xCC,300.27269,0xCC,0.0029239,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.5420252,0xCC,51.71488833,0xCC
1638.75,0.0045766,0xCC,300.2522434,0xCC,0.003286,0xCC,300.2619495,0xCC,1016.636529,0xCC,65.55738416,0xCC,51.72254784,0xCC
1639,0.0034477,0xCC,300.27269,0xCC,0.0040315,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.55738416,0xCC,51.74552637,0xCC
1639.25,0.0025744,0xCC,300.27269,0xCC,0.0053521,0xCC,300.2619495,0xCC,1016.618317,0xCC,65.5420252,0xCC,51.73786686,0xCC
1639.5,0.0020419,0xCC,300.27269,0xCC,0.0068005,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.55738416,0xCC,51.73786686,0xCC
1639.75,0.001765,0xCC,300.27269,0xCC,0.0082276,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.52666624,0xCC,51.77616441,0xCC
1640,0.001765,0xCC,300.2317968,0xCC,0.0095695,0xCC,300.2414798,0xCC,1016.600106,0xCC,65.51130728,0xCC,51.7685049,0xCC
1640.25,0.0019354,0xCC,300.2931366,0xCC,0.0106558,0xCC,300.2824191,0xCC,1016.654741,0xCC,65.5420252,0xCC,51.79148343,0xCC
1640.5,0.0021058,0xCC,300.2522434,0xCC,0.0116143,0xCC,300.2824191,0xCC,1016.600106,0xCC,65.5420252,0xCC,51.80680245,0xCC
1640.75,0.0020845,0xCC,300.2931366,0xCC,0.0123172,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.5420252,0xCC,51.80680245,0xCC
1641,0.0023827,0xCC,300.27269,0xCC,0.0125515,0xCC,300.2619495,0xCC,1016.618317,0xCC,65.5420252,0xCC,51.82212147,0xCC
1641.25,0.0025744,0xCC,300.27269,0xCC,0.0123598,0xCC,300.2619495,0xCC,1016.654741,0xCC,65.57274312,0xCC,51.8451,0xCC
1641.5,0.0031282,0xCC,300.2317968,0xCC,0.0119125,0xCC,300.2619495,0xCC,1016.618317,0xCC,65.55738416,0xCC,51.8451,0xCC
1641.75,0.0037885,0xCC,300.27269,0xCC,0.0114652,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.5420252,0xCC,51.83744049,0xCC
1642,0.0046618,0xCC,300.27269,0xCC,0.0108262,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.5420252,0xCC,51.82212147,0xCC
1642.25,0.0056416,0xCC,300.27269,0xCC,0.0101446,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.5420252,0xCC,51.83744049,0xCC
1642.5,0.0065788,0xCC,300.2522434,0xCC,0.0091435,0xCC,300.2619495,0xCC,1016.618317,0xCC,65.52666624,0xCC,51.82978098,0xCC
1642.75,0.0073456,0xCC,300.2522434,0xCC,0.007972,0xCC,300.2824191,0xCC,1016.581894,0xCC,65.51130728,0xCC,51.8451,0xCC
1643,0.0078142,0xCC,300.2317968,0xCC,0.0066514,0xCC,300.2619495,0xCC,1016.636529,0xCC,65.5420252,0xCC,51.87573804,0xCC
1643.25,0.0080272,0xCC,300.2931366,0xCC,0.0053734,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.55738416,0xCC,51.87573804,0xCC
1643.5,0.0080272,0xCC,300.2522434,0xCC,0.0040741,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.57274312,0xCC,51.88339755,0xCC
1643.75,0.007942,0xCC,300.2931366,0xCC,0.0028387,0xCC,300.2824191,0xCC,1016.654741,0xCC,65.60346104,0xCC,51.90637608,0xCC
1644,0.0075799,0xCC,300.27269,0xCC,0.0019228,0xCC,300.3028887,0xCC,1016.654741,0xCC,65.61882,0xCC,51.90637608,0xCC
1644.25,0.0072817,0xCC,300.27269,0xCC,0.001156,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.63417896,0xCC,51.91403559,0xCC
1644.5,0.0068344,0xCC,300.2522434,0xCC,0.0007087,0xCC,300.2414798,0xCC,1016.618317,0xCC,65.60346104,0xCC,51.90637608,0xCC
1644.75,0.0065788,0xCC,300.27269,0xCC,0.0004957,0xCC,300.3028887,0xCC,1016.636529,0xCC,65.60346104,0xCC,51.90637608,0xCC
1645,0.006238,0xCC,300.27269,0xCC,0.0006448,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.58810208,0xCC,51.90637608,0xCC
1645.25,0.0057694,0xCC,300.27269,0xCC,0.0010069,0xCC,300.3028887,0xCC,1016.618317,0xCC,65.61882,0xCC,51.9216951,0xCC
1645.5,0.0050665,0xCC,300.27269,0xCC,0.0017311,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.60346104,0xCC,51.93701412,0xCC
1645.75,0.004321,0xCC,300.2931366,0xCC,0.0026044,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.60346104,0xCC,51.93701412,0xCC
1646,0.0034903,0xCC,300.2931366,0xCC,0.0036694,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.61882,0xCC,51.93701412,0xCC
1646.25,0.002617,0xCC,300.2317968,0xCC,0.0047557,0xCC,300.2619495,0xCC,1016.600106,0xCC,65.55738416,0xCC,51.94467363,0xCC
1646.5,0.0020206,0xCC,300.27269,0xCC,0.006268,0xCC,300.2619495,0xCC,1016.636529,0xCC,65.63417896,0xCC,51.95999265,0xCC
1646.75,0.0021058,0xCC,300.2522434,0xCC,0.0079081,0xCC,300.2619495,0xCC,1016.636529,0xCC,65.61882,0xCC,51.95999265,0xCC
1647,0.0024892,0xCC,300.2522434,0xCC,0.0095269,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.60346104,0xCC,51.96765216,0xCC
1647.25,0.0033625,0xCC,300.27269,0xCC,0.0109327,0xCC,300.2619495,0xCC,1016.618317,0xCC,65.60346104,0xCC,51.95999265,0xCC
1647.5,0.0043423,0xCC,300.2931366,0xCC,0.0120403,0xCC,300.2824191,0xCC,1016.654741,0xCC,65.61882,0xCC,51.96765216,0xCC
1647.75,0.0053008,0xCC,300.2522434,0xCC,0.0127645,0xCC,300.2619495,0xCC,1016.636529,0xCC,65.60346104,0xCC,51.97531167,0xCC
1648,0.0059824,0xCC,300.2522434,0xCC,0.0131692,0xCC,300.2619495,0xCC,1016.618317,0xCC,65.60346104,0xCC,51.97531167,0xCC
1648.25,0.0064297,0xCC,300.27269,0xCC,0.0130627,0xCC,300.2619495,0xCC,1016.636529,0xCC,65.61882,0xCC,51.99063069,0xCC
1648.5,0.0067066,0xCC,300.27269,0xCC,0.0124024,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.55738416,0xCC,51.9982902,0xCC
1648.75,0.0066001,0xCC,300.27269,0xCC,0.0114013,0xCC,300.2824191,0xCC,1016.618317,0xCC,65.57274312,0xCC,52.00594971,0xCC
1649,0.0063871,0xCC,300.27269,0xCC,0.0102085,0xCC,300.2619495,0xCC,1016.618317,0xCC,65.5420252,0xCC,52.01360922,0xCC
1649.25,0.0057907,0xCC,300.2522434,0xCC,0.0091222,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.58810208,0xCC,52.03658775,0xCC
1649.5,0.0051304,0xCC,300.2522434,0xCC,0.0078868,0xCC,300.2619495,0xCC,1016.618317,0xCC,65.61882,0xCC,52.03658775,0xCC
1649.75,0.0043849,0xCC,300.2931366,0xCC,0.0066727,0xCC,300.2824191,0xCC,1016.654741,0xCC,65.61882,0xCC,52.04424726,0xCC
1650,0.0037033,0xCC,300.2522434,0xCC,0.0053947,0xCC,300.2824191,0xCC,1016.636529,0xCC,65.61882,0xCC,52.04424726,0xCC
