Time(sec),Heel(mA),Heel - STATUS,Heel Temp(uA),Heel Temp - STATUS,Trim(mA),Trim - STATUS,Trim Temp(uA),Trim Temp - STATUS,Barametric Pressure(mbars),Barametric Pressure - STATUS,Air Temperature(degF),Air Temperature - STATUS,Relative Humidity(%RH),Relative Humidity - STATUS
183.5,0.000274,0xCC,300.2931366,0xCC,0.0079081,0xCC,300.3233583,0xCC,1016.709376,0xCC,65.3884356,0xCC,50.56596183,0xCC
183.75,-0.0015578,0xCC,300.3135832,0xCC,0.0061189,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.40379456,0xCC,50.57362134,0xCC
184,-0.0028145,0xCC,300.3544764,0xCC,0.0045214,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.37307664,0xCC,50.58894036,0xCC
184.25,-0.0031766,0xCC,300.3135832,0xCC,0.0029878,0xCC,300.3233583,0xCC,1016.727588,0xCC,65.41915352,0xCC,50.60425938,0xCC
184.5,-0.0028784,0xCC,300.3340298,0xCC,0.0017311,0xCC,300.3438279,0xCC,1016.727588,0xCC,65.3884356,0xCC,50.59659987,0xCC
184.75,-0.0016856,0xCC,300.3544764,0xCC,0.0009856,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.3884356,0xCC,50.58894036,0xCC
185,8.23E-05,0xCC,300.3544764,0xCC,0.0007939,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.3884356,0xCC,50.56596183,0xCC
185.25,0.0023401,0xCC,300.2931366,0xCC,0.0011134,0xCC,300.3028887,0xCC,1016.672953,0xCC,65.35771768,0xCC,50.57362134,0xCC
185.5,0.0051304,0xCC,300.3135832,0xCC,0.002008,0xCC,300.3438279,0xCC,1016.727588,0xCC,65.40379456,0xCC,50.58894036,0xCC
185.75,0.0078355,0xCC,300.2931366,0xCC,0.0032008,0xCC,300.3847672,0xCC,1016.727588,0xCC,65.3884356,0xCC,50.58894036,0xCC
186,0.0101998,0xCC,300.3135832,0xCC,0.0046066,0xCC,300.3233583,0xCC,1016.709376,0xCC,65.40379456,0xCC,50.59659987,0xCC
186.25,0.0122659,0xCC,300.2931366,0xCC,0.0059911,0xCC,300.3233583,0xCC,1016.672953,0xCC,65.37307664,0xCC,50.58894036,0xCC
186.5,0.0135865,0xCC,300.3135832,0xCC,0.0072265,0xCC,300.3028887,0xCC,1016.709376,0xCC,65.3884356,0xCC,50.58894036,0xCC
186.75,0.0140125,0xCC,300.3135832,0xCC,0.0079507,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.3884356,0xCC,50.59659987,0xCC
187,0.0136717,0xCC,300.3135832,0xCC,0.0083128,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.41915352,0xCC,50.60425938,0xCC
187.25,0.0126067,0xCC,300.3340298,0xCC,0.0084832,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.4652304,0xCC,50.60425938,0xCC
187.5,0.011137,0xCC,300.3135832,0xCC,0.0084406,0xCC,300.3233583,0xCC,1016.709376,0xCC,65.49594832,0xCC,50.59659987,0xCC
187.75,0.0096247,0xCC,300.3135832,0xCC,0.0084193,0xCC,300.3028887,0xCC,1016.691164,0xCC,65.4652304,0xCC,50.55830232,0xCC
188,0.007729,0xCC,300.3340298,0xCC,0.0081637,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.43451248,0xCC,50.5429833,0xCC
188.25,0.0057268,0xCC,300.3135832,0xCC,0.007759,0xCC,300.3233583,0xCC,1016.672953,0xCC,65.43451248,0xCC,50.55064281,0xCC
188.5,0.0035329,0xCC,300.3135832,0xCC,0.0070987,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.40379456,0xCC,50.55830232,0xCC
188.75,0.0016585,0xCC,300.3340298,0xCC,0.0064597,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.3884356,0xCC,50.55064281,0xCC
189,-0.000152,0xCC,300.3135832,0xCC,0.0057568,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.3884356,0xCC,50.55064281,0xCC
189.25,-0.0016004,0xCC,300.3135832,0xCC,0.0050752,0xCC,300.3233583,0xCC,1016.709376,0xCC,65.3884356,0xCC,50.56596183,0xCC
189.5,-0.0023672,0xCC,300.3135832,0xCC,0.0046705,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.41915352,0xCC,50.56596183,0xCC
189.75,-0.0026867,0xCC,300.3340298,0xCC,0.0047131,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.40379456,0xCC,50.53532379,0xCC
190,-0.0022394,0xCC,300.3544764,0xCC,0.00499,0xCC,300.3233583,0xCC,1016.672953,0xCC,65.3884356,0xCC,50.53532379,0xCC
190.25,-0.0013661,0xCC,300.3340298,0xCC,0.0054799,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.40379456,0xCC,50.52766428,0xCC
190.5,-0.0001094,0xCC,300.3340298,0xCC,0.0064171,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.3884356,0xCC,50.53532379,0xCC
190.75,0.0013816,0xCC,300.3135832,0xCC,0.0075247,0xCC,300.3028887,0xCC,1016.709376,0xCC,65.37307664,0xCC,50.52766428,0xCC
191,0.003043,0xCC,300.3135832,0xCC,0.0087388,0xCC,300.3233583,0xCC,1016.709376,0xCC,65.37307664,0xCC,50.52000477,0xCC
191.25,0.0051091,0xCC,300.3135832,0xCC,0.0099103,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.40379456,0xCC,50.52000477,0xCC
191.5,0.0069409,0xCC,300.2931366,0xCC,0.0109114,0xCC,300.2824191,0xCC,1016.709376,0xCC,65.3884356,0xCC,50.52000477,0xCC
191.75,0.0087088,0xCC,300.3135832,0xCC,0.0117634,0xCC,300.3028887,0xCC,1016.672953,0xCC,65.40379456,0xCC,50.50468575,0xCC
192,0.0099868,0xCC,300.3340298,0xCC,0.0123385,0xCC,300.3233583,0xCC,1016.709376,0xCC,65.40379456,0xCC,50.51234526,0xCC
192.25,0.0107536,0xCC,300.3135832,0xCC,0.0126367,0xCC,300.3233583,0xCC,1016.727588,0xCC,65.40379456,0xCC,50.49702624,0xCC
192.5,0.0109666,0xCC,300.27269,0xCC,0.0124024,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.3884356,0xCC,50.47404771,0xCC
192.75,0.0106471,0xCC,300.27269,0xCC,0.0116569,0xCC,300.2619495,0xCC,1016.691164,0xCC,65.37307664,0xCC,50.44340967,0xCC
193,0.0097951,0xCC,300.3135832,0xCC,0.0104854,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.3884356,0xCC,50.47404771,0xCC
193.25,0.0087514,0xCC,300.3340298,0xCC,0.0089731,0xCC,300.3438279,0xCC,1016.727588,0xCC,65.40379456,0xCC,50.47404771,0xCC
193.5,0.0073456,0xCC,300.2931366,0xCC,0.0071839,0xCC,300.3233583,0xCC,1016.727588,0xCC,65.43451248,0xCC,50.42809065,0xCC
193.75,0.0058333,0xCC,300.3135832,0xCC,0.0051391,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.49594832,0xCC,50.42043114,0xCC
194,0.0043849,0xCC,300.3340298,0xCC,0.0032647,0xCC,300.3438279,0xCC,1016.727588,0xCC,65.49594832,0xCC,50.41277163,0xCC
194.25,0.0032134,0xCC,300.3340298,0xCC,0.0015607,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.51130728,0xCC,50.42043114,0xCC
194.5,0.002191,0xCC,300.3340298,0xCC,0.0002614,0xCC,300.3028887,0xCC,1016.691164,0xCC,65.52666624,0xCC,50.42043114,0xCC
194.75,0.0015307,0xCC,300.3135832,0xCC,-0.0007823,0xCC,300.3847672,0xCC,1016.691164,0xCC,65.49594832,0xCC,50.40511212,0xCC
195,0.0011473,0xCC,300.3135832,0xCC,-0.0013361,0xCC,300.3847672,0xCC,1016.709376,0xCC,65.49594832,0xCC,50.3897931,0xCC
195.25,0.0010834,0xCC,300.3135832,0xCC,-0.0013148,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.49594832,0xCC,50.36681457,0xCC
195.5,0.0014455,0xCC,300.3340298,0xCC,-0.0009527,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.4652304,0xCC,50.35915506,0xCC
195.75,0.002191,0xCC,300.3135832,0xCC,-1.55E-05,0xCC,300.3028887,0xCC,1016.691164,0xCC,65.49594832,0xCC,50.35915506,0xCC
196,0.0030004,0xCC,300.3135832,0xCC,0.0012838,0xCC,300.3438279,0xCC,1016.672953,0xCC,65.4652304,0xCC,50.32851702,0xCC
196.25,0.0042358,0xCC,300.3135832,0xCC,0.0030091,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.49594832,0xCC,50.313198,0xCC
196.5,0.0055351,0xCC,300.2931366,0xCC,0.0048835,0xCC,300.3028887,0xCC,1016.672953,0xCC,65.4652304,0xCC,50.29787898,0xCC
196.75,0.006877,0xCC,300.3135832,0xCC,0.006907,0xCC,300.3438279,0xCC,1016.672953,0xCC,65.55738416,0xCC,50.33617653,0xCC
197,0.0078994,0xCC,300.3340298,0xCC,0.0088453,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.57274312,0xCC,50.35149555,0xCC
197.25,0.0083893,0xCC,300.3135832,0xCC,0.0104854,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.5420252,0xCC,50.32851702,0xCC
197.5,0.0084958,0xCC,300.2931366,0xCC,0.0118273,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.44987144,0xCC,50.29021947,0xCC
197.75,0.0081763,0xCC,300.3340298,0xCC,0.0127219,0xCC,300.3028887,0xCC,1016.691164,0xCC,65.49594832,0xCC,50.29021947,0xCC
198,0.0076438,0xCC,300.3135832,0xCC,0.013084,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.49594832,0xCC,50.27490045,0xCC
198.25,0.0067492,0xCC,300.3340298,0xCC,0.0129988,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.4652304,0xCC,50.26724094,0xCC
198.5,0.0057268,0xCC,300.3340298,0xCC,0.0126367,0xCC,300.3233583,0xCC,1016.709376,0xCC,65.5420252,0xCC,50.25192192,0xCC
198.75,0.0047044,0xCC,300.3135832,0xCC,0.0120403,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.57274312,0xCC,50.24426241,0xCC
199,0.0039376,0xCC,300.3340298,0xCC,0.0111031,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.5420252,0xCC,50.24426241,0xCC
199.25,0.0032134,0xCC,300.3340298,0xCC,0.0100168,0xCC,300.3233583,0xCC,1016.672953,0xCC,65.51130728,0xCC,50.25192192,0xCC
199.5,0.0027022,0xCC,300.3135832,0xCC,0.0088027,0xCC,300.3028887,0xCC,1016.672953,0xCC,65.4652304,0xCC,50.25958143,0xCC
199.75,0.0023827,0xCC,300.3340298,0xCC,0.0078016,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.44987144,0xCC,50.25192192,0xCC
200,0.0022123,0xCC,300.3340298,0xCC,0.0068857,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.40379456,0xCC,50.22894339,0xCC
200.25,0.0023827,0xCC,300.2931366,0xCC,0.0060763,0xCC,300.2824191,0xCC,1016.672953,0xCC,65.37307664,0xCC,50.21362437,0xCC
200.5,0.0027448,0xCC,300.3340298,0xCC,0.0054373,0xCC,300.3438279,0xCC,1016.672953,0xCC,65.40379456,0xCC,50.18298633,0xCC
200.75,0.0031708,0xCC,300.3135832,0xCC,0.005203,0xCC,300.3847672,0xCC,1016.709376,0xCC,65.40379456,0xCC,50.19830535,0xCC
201,0.003682,0xCC,300.3135832,0xCC,0.0051178,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.4652304,0xCC,50.17532682,0xCC
201.25,0.0041293,0xCC,300.2931366,0xCC,0.0053095,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.4652304,0xCC,50.1600078,0xCC
201.5,0.0045766,0xCC,300.3340298,0xCC,0.0055225,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.4652304,0xCC,50.1600078,0xCC
201.75,0.0048109,0xCC,300.3135832,0xCC,0.0058207,0xCC,300.3847672,0xCC,1016.709376,0xCC,65.49594832,0xCC,50.16766731,0xCC
202,0.0050452,0xCC,300.3340298,0xCC,0.0060124,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.49594832,0xCC,50.17532682,0xCC
202.25,0.005173,0xCC,300.3135832,0xCC,0.0057568,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.51130728,0xCC,50.1600078,0xCC
202.5,0.0053008,0xCC,300.3340298,0xCC,0.0057142,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.51130728,0xCC,50.15234829,0xCC
202.75,0.0057268,0xCC,300.3135832,0xCC,0.0056716,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.44987144,0xCC,50.12171025,0xCC
203,0.0061954,0xCC,300.2931366,0xCC,0.0058846,0xCC,300.3028887,0xCC,1016.691164,0xCC,65.4652304,0xCC,50.10639123,0xCC
203.25,0.0068344,0xCC,300.3135832,0xCC,0.006055,0xCC,300.3233583,0xCC,1016.672953,0xCC,65.4652304,0xCC,50.10639123,0xCC
203.5,0.0074095,0xCC,300.3135832,0xCC,0.0059059,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.41915352,0xCC,50.09873172,0xCC
203.75,0.0076864,0xCC,300.3340298,0xCC,0.0057568,0xCC,300.3233583,0xCC,1016.709376,0xCC,65.3884356,0xCC,50.09107221,0xCC
204,0.0076438,0xCC,300.3135832,0xCC,0.0055225,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.3884356,0xCC,50.0834127,0xCC
204.25,0.0074734,0xCC,300.3340298,0xCC,0.0052669,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.41915352,0xCC,50.09107221,0xCC
204.5,0.006877,0xCC,300.3340298,0xCC,0.0047983,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.43451248,0xCC,50.09873172,0xCC
204.75,0.0063445,0xCC,300.3340298,0xCC,0.0043084,0xCC,300.3438279,0xCC,1016.672953,0xCC,65.41915352,0xCC,50.07575319,0xCC
205,0.005599,0xCC,300.2931366,0xCC,0.003925,0xCC,300.3233583,0xCC,1016.672953,0xCC,65.40379456,0xCC,50.06809368,0xCC
205.25,0.0050239,0xCC,300.3340298,0xCC,0.0037546,0xCC,300.3847672,0xCC,1016.709376,0xCC,65.3884356,0xCC,50.06043417,0xCC
205.5,0.0046618,0xCC,300.3340298,0xCC,0.0039463,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.3884356,0xCC,50.04511515,0xCC
205.75,0.004321,0xCC,300.2931366,0xCC,0.0043297,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.3884356,0xCC,50.03745564,0xCC
206,0.0044275,0xCC,300.2931366,0xCC,0.0048835,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.41915352,0xCC,50.04511515,0xCC
206.25,0.0046192,0xCC,300.3135832,0xCC,0.0055651,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.51130728,0xCC,50.02979613,0xCC
206.5,0.0047683,0xCC,300.3135832,0xCC,0.0063319,0xCC,300.3233583,0xCC,1016.672953,0xCC,65.44987144,0xCC,50.02213662,0xCC
206.75,0.0048748,0xCC,300.3135832,0xCC,0.0071413,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.49594832,0xCC,50.02213662,0xCC
207,0.004747,0xCC,300.3135832,0xCC,0.0078655,0xCC,300.3233583,0xCC,1016.672953,0xCC,65.51130728,0xCC,50.02979613,0xCC
207.25,0.0049174,0xCC,300.3135832,0xCC,0.0085684,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.51130728,0xCC,50.02979613,0xCC
207.5,0.0050026,0xCC,300.2931366,0xCC,0.0090796,0xCC,300.3028887,0xCC,1016.672953,0xCC,65.4652304,0xCC,49.99149858,0xCC
207.75,0.00496,0xCC,300.3135832,0xCC,0.0095269,0xCC,300.3233583,0xCC,1016.709376,0xCC,65.4652304,0xCC,49.99149858,0xCC
208,0.0046192,0xCC,300.2931366,0xCC,0.0097825,0xCC,300.3438279,0xCC,1016.672953,0xCC,65.44987144,0xCC,49.99915809,0xCC
208.25,0.0040867,0xCC,300.3340298,0xCC,0.0099742,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.49594832,0xCC,49.98383907,0xCC
208.5,0.0035542,0xCC,300.3135832,0xCC,0.0099955,0xCC,300.3028887,0xCC,1016.672953,0xCC,65.41915352,0xCC,49.97617956,0xCC
208.75,0.0031282,0xCC,300.3340298,0xCC,0.010102,0xCC,300.3028887,0xCC,1016.691164,0xCC,65.41915352,0xCC,49.98383907,0xCC
209,0.002617,0xCC,300.3340298,0xCC,0.0099316,0xCC,300.3028887,0xCC,1016.672953,0xCC,65.40379456,0xCC,49.97617956,0xCC
209.25,0.0022975,0xCC,300.3135832,0xCC,0.0097825,0xCC,300.3028887,0xCC,1016.709376,0xCC,65.3884356,0xCC,49.95320103,0xCC
209.5,0.0021697,0xCC,300.2931366,0xCC,0.0095056,0xCC,300.2824191,0xCC,1016.691164,0xCC,65.3884356,0xCC,49.94554152,0xCC
209.75,0.0025531,0xCC,300.3544764,0xCC,0.0092713,0xCC,300.3847672,0xCC,1016.7458,0xCC,65.44987144,0xCC,49.96086054,0xCC
210,0.0031282,0xCC,300.3340298,0xCC,0.008611,0xCC,300.2824191,0xCC,1016.691164,0xCC,65.40379456,0xCC,49.94554152,0xCC
210.25,0.0036607,0xCC,300.3340298,0xCC,0.0078229,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.41915352,0xCC,49.94554152,0xCC
210.5,0.0043636,0xCC,300.3135832,0xCC,0.0069283,0xCC,300.3028887,0xCC,1016.691164,0xCC,65.40379456,0xCC,49.91490348,0xCC
210.75,0.0050665,0xCC,300.3340298,0xCC,0.0060976,0xCC,300.3233583,0xCC,1016.709376,0xCC,65.40379456,0xCC,49.91490348,0xCC
211,0.0056842,0xCC,300.3135832,0xCC,0.0053308,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.40379456,0xCC,49.89958446,0xCC
211.25,0.0063658,0xCC,300.3135832,0xCC,0.0047131,0xCC,300.3233583,0xCC,1016.709376,0xCC,65.43451248,0xCC,49.89192495,0xCC
211.5,0.0070048,0xCC,300.3135832,0xCC,0.0043936,0xCC,300.3233583,0xCC,1016.709376,0xCC,65.49594832,0xCC,49.88426544,0xCC
211.75,0.0078142,0xCC,300.3340298,0xCC,0.0043723,0xCC,300.3233583,0xCC,1016.709376,0xCC,65.4652304,0xCC,49.89192495,0xCC
212,0.0082828,0xCC,300.3135832,0xCC,0.0043723,0xCC,300.3233583,0xCC,1016.672953,0xCC,65.49594832,0xCC,49.89192495,0xCC
212.25,0.0083254,0xCC,300.3340298,0xCC,0.0044575,0xCC,300.3028887,0xCC,1016.691164,0xCC,65.51130728,0xCC,49.89192495,0xCC
212.5,0.0080272,0xCC,300.2931366,0xCC,0.0044788,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.49594832,0xCC,49.89192495,0xCC
212.75,0.007516,0xCC,300.3340298,0xCC,0.0046066,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.51130728,0xCC,49.89192495,0xCC
213,0.0067066,0xCC,300.3135832,0xCC,0.0046066,0xCC,300.3233583,0xCC,1016.709376,0xCC,65.4652304,0xCC,49.86128691,0xCC
213.25,0.0057907,0xCC,300.2931366,0xCC,0.0045427,0xCC,300.2824191,0xCC,1016.691164,0xCC,65.44987144,0xCC,49.84596789,0xCC
213.5,0.0050026,0xCC,300.3135832,0xCC,0.0047131,0xCC,300.3233583,0xCC,1016.672953,0xCC,65.43451248,0xCC,49.8536274,0xCC
213.75,0.0046405,0xCC,300.3135832,0xCC,0.0049474,0xCC,300.3028887,0xCC,1016.727588,0xCC,65.41915352,0xCC,49.86128691,0xCC
214,0.0043423,0xCC,300.3135832,0xCC,0.005203,0xCC,300.3233583,0xCC,1016.709376,0xCC,65.40379456,0xCC,49.84596789,0xCC
214.25,0.0041506,0xCC,300.3340298,0xCC,0.0053947,0xCC,300.3028887,0xCC,1016.691164,0xCC,65.40379456,0xCC,49.83830838,0xCC
214.5,0.0041719,0xCC,300.3340298,0xCC,0.0054799,0xCC,300.3847672,0xCC,1016.709376,0xCC,65.44987144,0xCC,49.8536274,0xCC
214.75,0.0040228,0xCC,300.3544764,0xCC,0.0057355,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.44987144,0xCC,49.8536274,0xCC
215,0.0040654,0xCC,300.3544764,0xCC,0.0058846,0xCC,300.3233583,0xCC,1016.709376,0xCC,65.41915352,0xCC,49.84596789,0xCC
215.25,0.0042784,0xCC,300.3340298,0xCC,0.0061189,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.40379456,0xCC,49.83064887,0xCC
215.5,0.0046192,0xCC,300.3340298,0xCC,0.0064384,0xCC,300.3847672,0xCC,1016.709376,0xCC,65.41915352,0xCC,49.82298936,0xCC
215.75,0.0050026,0xCC,300.3135832,0xCC,0.0069283,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.40379456,0xCC,49.83064887,0xCC
216,0.0053008,0xCC,300.3135832,0xCC,0.0075247,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.43451248,0xCC,49.83830838,0xCC
216.25,0.0054499,0xCC,300.3340298,0xCC,0.0083341,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.41915352,0xCC,49.83830838,0xCC
216.5,0.0056629,0xCC,300.3135832,0xCC,0.0089305,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.40379456,0xCC,49.83064887,0xCC
216.75,0.0057694,0xCC,300.3135832,0xCC,0.0096334,0xCC,300.3028887,0xCC,1016.709376,0xCC,65.43451248,0xCC,49.83064887,0xCC
217,0.0057055,0xCC,300.3135832,0xCC,0.0100807,0xCC,300.3233583,0xCC,1016.709376,0xCC,65.4652304,0xCC,49.84596789,0xCC
217.25,0.0053221,0xCC,300.3340298,0xCC,0.0103789,0xCC,300.3028887,0xCC,1016.709376,0xCC,65.52666624,0xCC,49.8536274,0xCC
217.5,0.0049813,0xCC,300.3340298,0xCC,0.0104002,0xCC,300.3438279,0xCC,1016.727588,0xCC,65.51130728,0xCC,49.84596789,0xCC
217.75,0.004747,0xCC,300.3340298,0xCC,0.0100381,0xCC,300.3233583,0xCC,1016.709376,0xCC,65.49594832,0xCC,49.83064887,0xCC
218,0.0044914,0xCC,300.3135832,0xCC,0.009463,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.4652304,0xCC,49.82298936,0xCC
218.25,0.0043423,0xCC,300.3544764,0xCC,0.0085684,0xCC,300.3847672,0xCC,1016.764012,0xCC,65.51130728,0xCC,49.84596789,0xCC
218.5,0.0040654,0xCC,300.3953696,0xCC,0.007333,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.51130728,0xCC,49.83830838,0xCC
218.75,0.003682,0xCC,300.3135832,0xCC,0.0062041,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.4652304,0xCC,49.83830838,0xCC
219,0.0030643,0xCC,300.3340298,0xCC,0.0049687,0xCC,300.3028887,0xCC,1016.691164,0xCC,65.44987144,0xCC,49.82298936,0xCC
219.25,0.0027022,0xCC,300.3544764,0xCC,0.0041593,0xCC,300.3847672,0xCC,1016.709376,0xCC,65.51130728,0xCC,49.83064887,0xCC
219.5,0.0024892,0xCC,300.3135832,0xCC,0.0036268,0xCC,300.3233583,0xCC,1016.691164,0xCC,65.51130728,0xCC,49.81532985,0xCC
219.75,0.0026383,0xCC,300.3135832,0xCC,0.0035203,0xCC,300.3233583,0xCC,1016.709376,0xCC,65.51130728,0xCC,49.82298936,0xCC
220,0.0030643,0xCC,300.3340298,0xCC,0.0038824,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.49594832,0xCC,49.82298936,0xCC
220.25,0.0034477,0xCC,300.3340298,0xCC,0.0044149,0xCC,300.3233583,0xCC,1016.727588,0xCC,65.49594832,0xCC,49.80767034,0xCC
220.5,0.0040228,0xCC,300.3135832,0xCC,0.0053095,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.4652304,0xCC,49.80001083,0xCC
220.75,0.0048748,0xCC,300.3135832,0xCC,0.0061402,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.51130728,0xCC,49.80001083,0xCC
221,0.0056842,0xCC,300.3544764,0xCC,0.0070987,0xCC,300.3847672,0xCC,1016.709376,0xCC,65.4652304,0xCC,49.81532985,0xCC
221.25,0.0062593,0xCC,300.3135832,0xCC,0.0078229,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.49594832,0xCC,49.80767034,0xCC
221.5,0.0067279,0xCC,300.3340298,0xCC,0.0084193,0xCC,300.3233583,0xCC,1016.709376,0xCC,65.49594832,0xCC,49.80001083,0xCC
221.75,0.0072178,0xCC,300.3135832,0xCC,0.0089518,0xCC,300.3233583,0xCC,1016.727588,0xCC,65.44987144,0xCC,49.78469181,0xCC
222,0.0076651,0xCC,300.3544764,0xCC,0.0091648,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.43451248,0xCC,49.80001083,0xCC
222.25,0.0077077,0xCC,300.3135832,0xCC,0.0091222,0xCC,300.3233583,0xCC,1016.727588,0xCC,65.41915352,0xCC,49.78469181,0xCC
222.5,0.0075799,0xCC,300.3340298,0xCC,0.008824,0xCC,300.3438279,0xCC,1016.727588,0xCC,65.43451248,0xCC,49.78469181,0xCC
222.75,0.0074734,0xCC,300.2931366,0xCC,0.0084619,0xCC,300.3233583,0xCC,1016.727588,0xCC,65.40379456,0xCC,49.76937279,0xCC
223,0.0071113,0xCC,300.3340298,0xCC,0.0079507,0xCC,300.3233583,0xCC,1016.709376,0xCC,65.43451248,0xCC,49.7770323,0xCC
223.25,0.0067279,0xCC,300.3340298,0xCC,0.0071839,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.41915352,0xCC,49.7770323,0xCC
223.5,0.0060889,0xCC,300.3135832,0xCC,0.0064171,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.40379456,0xCC,49.76937279,0xCC
223.75,0.0054073,0xCC,300.3340298,0xCC,0.005629,0xCC,300.3847672,0xCC,1016.672953,0xCC,65.40379456,0xCC,49.7770323,0xCC
224,0.0048748,0xCC,300.3340298,0xCC,0.0048409,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.41915352,0xCC,49.78469181,0xCC
224.25,0.004321,0xCC,300.3340298,0xCC,0.0040315,0xCC,300.3233583,0xCC,1016.709376,0xCC,65.40379456,0xCC,49.76937279,0xCC
224.5,0.0037246,0xCC,300.3135832,0xCC,0.0034564,0xCC,300.3233583,0xCC,1016.709376,0xCC,65.41915352,0xCC,49.76171328,0xCC
224.75,0.0033625,0xCC,300.3135832,0xCC,0.0030304,0xCC,300.3847672,0xCC,1016.7458,0xCC,65.41915352,0xCC,49.76171328,0xCC
225,0.0034903,0xCC,300.3544764,0xCC,0.0029239,0xCC,300.4052368,0xCC,1016.709376,0xCC,65.43451248,0xCC,49.7770323,0xCC
225.25,0.0037246,0xCC,300.3135832,0xCC,0.0031582,0xCC,300.3438279,0xCC,1016.709376,0xCC,65.3884356,0xCC,49.76171328,0xCC
225.5,0.0039802,0xCC,300.3135832,0xCC,0.0036907,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.40379456,0xCC,49.74639426,0xCC
225.75,0.0042358,0xCC,300.3340298,0xCC,0.0042019,0xCC,300.3438279,0xCC,1016.691164,0xCC,65.40379456,0xCC,49.70809671,0xCC
226,0.0044914,0xCC,300.3340298,0xCC,0.0049687,0xCC,300.4052368,0xCC,1016.727588,0xCC,65.40379456,0xCC,49.72341573,0xCC
226.25,0.004534,0xCC,300.3340298,0xCC,0.0058207,0xCC,300.3847672,0xCC,1016.709376,0xCC,65.37307664,0xCC,49.72341573,0xCC
